-0.4446,0.17289,-0.6000
-0.5067,-0.3270,-0.6000
-0.4270,0.09785,-0.6000
-0.0782,0.29423,0.40000
0.19189,0.13363,0.40000
-0.2947,-0.1451,-0.6000
-0.0650,0.44369,0.40000
0.13445,-0.2881,0.40000
0.14984,0.31052,0.40000
0.26929,-0.3323,0.40000
0.43310,-0.4101,-0.6000
0.13429,-0.5217,-0.6000
0.23882,0.15029,0.40000
0.05332,0.46138,0.40000
-0.3741,0.14377,-0.6000
-0.1673,0.33670,0.40000
0.04910,-0.1974,0.40000
0.03300,-0.2862,-0.6000
0.07191,0.39119,0.40000
0.16245,-0.2731,0.40000
0.02476,-0.3425,-0.6000
0.34445,-0.0061,0.40000
-0.2165,-0.2543,-0.6000
-0.4505,-0.3224,-0.6000
0.17600,0.04028,0.40000
-0.0483,0.05467,0.40000
0.20848,-0.3134,0.40000
0.39372,-0.4016,-0.6000
-0.0546,-0.2338,-0.6000
-0.3849,-0.0179,-0.6000
-0.0611,0.09647,0.40000
0.28322,-0.1343,0.40000
-0.1940,-0.0453,-0.6000
-0.1949,0.04703,0.40000
-0.3641,0.07244,-0.6000
-0.1577,-0.2051,-0.6000
-0.4547,0.47823,-0.6000
-0.0210,0.21512,0.40000
0.13107,-0.3610,-0.6000
-0.4509,0.13206,-0.6000
0.26169,-0.1452,0.40000
-0.2020,-0.2836,-0.6000
0.41277,-0.0095,0.40000
0.23971,-0.3750,-0.6000
-0.2092,-0.2988,-0.6000
-0.0490,-0.2074,-0.6000
0.16552,0.06205,0.40000
0.46048,0.30038,0.40000
-0.0511,0.44746,0.40000
0.37152,0.32921,0.40000
0.20497,0.11632,0.40000
0.48199,-0.0765,0.40000
0.35692,-0.3344,0.40000
-0.4460,-0.0853,-0.6000
-0.2201,-0.2404,-0.6000
-0.2301,-0.0939,-0.6000
0.45867,0.03866,0.40000
-0.4739,0.43032,-0.6000
0.12332,0.05277,0.40000
0.08817,0.17917,0.40000
0.13976,0.28620,0.40000
-0.4351,-0.2812,-0.6000
-0.1345,-0.3949,-0.6000
-0.5100,-0.2435,-0.6000
-0.3006,0.00334,-0.6000
0.01313,-0.3681,-0.6000
-0.3610,0.45869,0.40000
-0.2375,-0.2100,-0.6000
0.20976,0.37931,0.40000
0.01580,-0.0766,0.40000
-0.4718,-0.3356,-0.6000
-0.0230,0.17299,0.40000
0.09606,0.43953,0.40000
-0.0743,0.10067,0.40000
-0.0975,0.14116,0.40000
0.48995,0.09004,0.40000
-0.2634,0.32598,0.40000
-0.2176,0.14044,0.40000
-0.0743,-0.3473,-0.6000
0.23767,-0.3442,-0.6000
0.33352,0.05246,0.40000
0.41838,-0.3007,0.40000
0.02400,0.00538,0.40000
-0.1204,-0.0982,0.40000
0.21101,0.36237,0.40000
0.04048,0.28377,0.40000
-0.3378,0.18490,-0.6000
0.14094,0.35453,0.40000
0.18620,0.44568,0.40000
-0.1905,-0.0798,-0.6000
0.40777,0.16021,0.40000
0.35552,0.31182,0.40000
-0.1456,-0.4489,-0.6000
0.12682,0.27280,0.40000
0.34688,-0.3056,0.40000
0.25577,-0.2613,0.40000
-0.3351,0.30588,0.40000
0.48260,0.03740,0.40000
-0.1476,-0.0188,0.40000
0.13088,0.34142,0.40000
